Figure,Repetition,Seed,DistributionSeed,p,Method,Epsilon,Accuracy,Unfairness,RuntimeSeconds
2,13,130782,130777,0.8,Our Eps-Fair,0.15,0.834,0.18271124561656338,0.2229992999928072
2,13,130782,130777,0.8,Our Eps-Fair,0.2,0.866,0.2262573857904597,0.09529930001008324
2,13,130783,130777,0.9,Unfair,,0.879,0.3394836312383881,0.0301329999929294
2,13,130783,130777,0.9,Our Eps-Fair,0.0,0.6,0.04423729899417003,0.22457170000416227
2,13,130783,130777,0.9,Our Eps-Fair,0.05,0.672,0.08618425267473892,0.24607220001053065
2,13,130783,130777,0.9,Our Eps-Fair,0.1,0.744,0.1524441027612275,0.20929030000115745
2,13,130783,130777,0.9,Our Eps-Fair,0.15,0.802,0.20630725863284005,0.22126739998930134
2,13,130783,130777,0.9,Our Eps-Fair,0.2,0.844,0.24473060413863795,0.23992940000607632
2,13,130784,130777,0.99,Unfair,,0.915,0.3564356435643564,0.02698140000575222
2,13,130784,130777,0.99,Our Eps-Fair,0.0,0.485,0.04538453845384538,0.23017070000059903
2,13,130784,130777,0.99,Our Eps-Fair,0.05,0.555,0.053065306530653056,0.27264059998560697
2,13,130784,130777,0.99,Our Eps-Fair,0.1,0.632,0.11885188518851884,0.26299699998344295
2,13,130784,130777,0.99,Our Eps-Fair,0.15,0.69,0.15897589758975897,0.41376490000402555
2,13,130784,130777,0.99,Our Eps-Fair,0.2,0.783,0.2199019901990199,0.2653684999968391
2,14,140778,140777,0.5,Unfair,,0.884,0.03246077923538079,0.028767599986167625
2,14,140778,140777,0.5,Our Eps-Fair,0.0,0.881,0.02702387979392784,0.1696580999996513
2,14,140778,140777,0.5,Our Eps-Fair,0.05,0.882,0.02819638691128698,0.007912700006272644
2,14,140778,140777,0.5,Our Eps-Fair,0.1,0.881,0.03246077923538079,0.009666799975093454
2,14,140778,140777,0.5,Our Eps-Fair,0.15,0.881,0.02819638691128698,0.008992999995825812
2,14,140778,140777,0.5,Our Eps-Fair,0.2,0.883,0.03246077923538079,0.007504200009861961
2,14,140779,140777,0.6,Unfair,,0.879,0.0939676893434119,0.030216200015274808
2,14,140779,140777,0.6,Our Eps-Fair,0.0,0.857,0.057915630169965454,0.1675630999961868
2,14,140779,140777,0.6,Our Eps-Fair,0.05,0.877,0.08372489875380051,0.15286080000805669
2,14,140779,140777,0.6,Our Eps-Fair,0.1,0.877,0.0939676893434119,0.007634499983396381
2,14,140779,140777,0.6,Our Eps-Fair,0.15,0.878,0.0938154695380129,0.008780899981502444
2,14,140779,140777,0.6,Our Eps-Fair,0.2,0.877,0.0938154695380129,0.007485300011467189
2,14,140780,140777,0.7,Unfair,,0.888,0.16301126259632484,0.029100599989760667
2,14,140780,140777,0.7,Our Eps-Fair,0.0,0.76,0.022629327608580718,0.20193860001745634
2,14,140780,140777,0.7,Our Eps-Fair,0.05,0.815,0.06060654608372451,0.20454630002495833
2,14,140780,140777,0.7,Our Eps-Fair,0.1,0.856,0.12319165638667712,0.2922151999955531
2,14,140780,140777,0.7,Our Eps-Fair,0.15,0.886,0.14959387366026372,0.0898954999865964
2,14,140780,140777,0.7,Our Eps-Fair,0.2,0.888,0.16701645332350726,0.0075471000163815916
2,14,140781,140777,0.75,Unfair,,0.888,0.21911802355350746,0.02856260002590716
2,14,140781,140777,0.75,Our Eps-Fair,0.0,0.751,0.03840245775729645,0.26479360001394525
2,14,140781,140777,0.75,Our Eps-Fair,0.05,0.798,0.07526881720430109,0.2361003999831155
2,14,140781,140777,0.75,Our Eps-Fair,0.1,0.849,0.12269585253456221,0.20465519998106174
2,14,140781,140777,0.75,Our Eps-Fair,0.15,0.882,0.1757872503840246,0.17554580001160502
2,14,140781,140777,0.75,Our Eps-Fair,0.2,0.885,0.20113287250384027,0.054315100016538054
2,14,140782,140777,0.8,Unfair,,0.866,0.2812324660542811,0.030851999996230006
2,14,140782,140777,0.8,Our Eps-Fair,0.0,0.683,0.044277721669151504,0.2817747000080999
2,14,140782,140777,0.8,Our Eps-Fair,0.05,0.74,0.09306817999647317,0.23086519999196753
2,14,140782,140777,0.8,Our Eps-Fair,0.1,0.813,0.12878532839577422,0.2552443000022322
2,14,140782,140777,0.8,Our Eps-Fair,0.15,0.857,0.17789640744481316,0.19513499998720363
2,14,140782,140777,0.8,Our Eps-Fair,0.2,0.88,0.2333156991936389,0.20102460001362488
2,14,140783,140777,0.9,Unfair,,0.892,0.32382988262798035,0.03260690000024624
2,14,140783,140777,0.9,Our Eps-Fair,0.0,0.564,0.08381771308706026,0.2380233000149019
2,14,140783,140777,0.9,Our Eps-Fair,0.05,0.633,0.09007862163936527,0.21374500001547858
2,14,140783,140777,0.9,Our Eps-Fair,0.1,0.695,0.13811628316600216,0.2002065999840852
2,14,140783,140777,0.9,Our Eps-Fair,0.15,0.758,0.18604185681574353,0.26754410000285134
2,14,140783,140777,0.9,Our Eps-Fair,0.2,0.825,0.25259803686089893,0.19768489999114536
2,14,140784,140777,0.99,Unfair,,0.93,0.37401574803149606,0.026836699980776757
2,14,140784,140777,0.99,Our Eps-Fair,0.0,0.514,0.05719864285257026,0.3232998999883421
2,14,140784,140777,0.99,Our Eps-Fair,0.05,0.58,0.09223161129249086,0.2484128000214696
2,14,140784,140777,0.99,Our Eps-Fair,0.1,0.648,0.14818193457525125,0.3609314000059385
2,14,140784,140777,0.99,Our Eps-Fair,0.15,0.728,0.202035721144613,0.20647309999912977
2,14,140784,140777,0.99,Our Eps-Fair,0.2,0.796,0.23958133282120223,0.1991488999919966
2,15,150778,150777,0.5,Unfair,,0.896,0.04095128168133505,0.029152600007364526
2,15,150778,150777,0.5,Our Eps-Fair,0.0,0.886,0.054890267557992284,0.17062380001880229
2,15,150778,150777,0.5,Our Eps-Fair,0.05,0.895,0.04095128168133505,0.009068600018508732
2,15,150778,150777,0.5,Our Eps-Fair,0.1,0.894,0.04095128168133505,0.007857499993406236
2,15,150778,150777,0.5,Our Eps-Fair,0.15,0.894,0.04095128168133505,0.008869499986758456
2,15,150778,150777,0.5,Our Eps-Fair,0.2,0.895,0.04095128168133505,0.007500100007746369
2,15,150779,150777,0.6,Unfair,,0.858,0.05071254487171792,0.02934899998945184
2,15,150779,150777,0.6,Our Eps-Fair,0.0,0.839,0.015735616038162453,0.22961430001305416
2,15,150779,150777,0.6,Our Eps-Fair,0.05,0.857,0.05266949203414453,0.1404171000176575
2,15,150779,150777,0.6,Our Eps-Fair,0.1,0.859,0.05071254487171792,0.010500800010049716
2,15,150779,150777,0.6,Our Eps-Fair,0.15,0.858,0.05071254487171792,0.00838139999541454
2,15,150779,150777,0.6,Our Eps-Fair,0.2,0.858,0.05071254487171792,0.007707800017669797
2,15,150780,150777,0.7,Unfair,,0.879,0.18783526284607133,0.02942340000299737
2,15,150780,150777,0.7,Our Eps-Fair,0.0,0.717,0.08965428896254662,0.1942220999917481
2,15,150780,150777,0.7,Our Eps-Fair,0.05,0.779,0.08513874877904277,0.16818379997857846
2,15,150780,150777,0.7,Our Eps-Fair,0.1,0.856,0.14563417719492083,0.1878957999870181
2,15,150780,150777,0.7,Our Eps-Fair,0.15,0.875,0.18199868697058494,0.2041153000027407
2,15,150780,150777,0.7,Our Eps-Fair,0.2,0.878,0.18588973755424254,0.00878600002033636
2,15,150781,150777,0.75,Unfair,,0.87,0.2286676586825389,0.031011100014438853
2,15,150781,150777,0.75,Our Eps-Fair,0.0,0.723,0.07928926862829805,0.266228200023761
2,15,150781,150777,0.75,Our Eps-Fair,0.05,0.783,0.12131394102305636,0.18319640000117943
2,15,150781,150777,0.75,Our Eps-Fair,0.1,0.84,0.15540248643978302,0.1947611999930814
2,15,150781,150777,0.75,Our Eps-Fair,0.15,0.866,0.19945119121905952,0.16054060001624748
2,15,150781,150777,0.75,Our Eps-Fair,0.2,0.872,0.21266740267844284,0.1351446000044234
2,15,150782,150777,0.8,Unfair,,0.895,0.25869022469752256,0.03048270000726916
2,15,150782,150777,0.8,Our Eps-Fair,0.0,0.656,0.04849241405799885,0.26120890001766384
2,15,150782,150777,0.8,Our Eps-Fair,0.05,0.733,0.12692849369438575,0.3194682999746874
2,15,150782,150777,0.8,Our Eps-Fair,0.1,0.816,0.15880865501568403,0.17407829998410307
2,15,150782,150777,0.8,Our Eps-Fair,0.15,0.853,0.21304653991421804,0.21863519999897107
2,15,150782,150777,0.8,Our Eps-Fair,0.2,0.89,0.23914922220088344,0.21211100000073202
2,15,150783,150777,0.9,Unfair,,0.877,0.3348707119358549,0.028019399993354455
2,15,150783,150777,0.9,Our Eps-Fair,0.0,0.582,0.03359926911071129,0.27741099998820573
2,15,150783,150777,0.9,Our Eps-Fair,0.05,0.643,0.068260411365649,0.19906579999951646
2,15,150783,150777,0.9,Our Eps-Fair,0.1,0.708,0.10478484045856892,0.20758389998809434
2,15,150783,150777,0.9,Our Eps-Fair,0.15,0.759,0.14293613934981308,0.2345768999948632
2,15,150783,150777,0.9,Our Eps-Fair,0.2,0.814,0.18526280358552488,0.22155959997326136
2,15,150784,150777,0.99,Unfair,,0.93,0.39059304703476483,0.026749200013000518
2,15,150784,150777,0.99,Our Eps-Fair,0.0,0.498,0.07017396419867217,0.2380023000005167
2,15,150784,150777,0.99,Our Eps-Fair,0.05,0.575,0.08330832122747409,0.2489054000179749
2,15,150784,150777,0.99,Our Eps-Fair,0.1,0.635,0.12930258244990578,0.3280973000219092
2,15,150784,150777,0.99,Our Eps-Fair,0.15,0.711,0.19306944561167605,0.23485229999641888
2,15,150784,150777,0.99,Our Eps-Fair,0.2,0.791,0.2514937229619136,0.26740609999978915
2,16,160778,160777,0.5,Unfair,,0.841,0.03207039080662136,0.030921600002329797
2,16,160778,160777,0.5,Our Eps-Fair,0.0,0.841,0.08583581080270006,0.2384044999780599
2,16,160778,160777,0.5,Our Eps-Fair,0.05,0.842,0.03803632376890112,0.06373090000124648
2,16,160778,160777,0.5,Our Eps-Fair,0.1,0.842,0.03207039080662136,0.007783299981383607
2,16,160778,160777,0.5,Our Eps-Fair,0.15,0.843,0.03207039080662136,0.008911299984902143
2,16,160778,160777,0.5,Our Eps-Fair,0.2,0.844,0.02814111772214198,0.008932199998525903
2,16,160779,160777,0.6,Unfair,,0.847,0.10332165314645035,0.026719899993622676
2,16,160779,160777,0.6,Our Eps-Fair,0.0,0.808,0.0566969071505144,0.21004760000505485
2,16,160779,160777,0.6,Our Eps-Fair,0.05,0.84,0.08730539688635017,0.15434790001017973
2,16,160779,160777,0.6,Our Eps-Fair,0.1,0.849,0.10132962127394039,0.007928999984869733
2,16,160779,160777,0.6,Our Eps-Fair,0.15,0.847,0.10332165314645035,0.010366099973907694
2,16,160779,160777,0.6,Our Eps-Fair,0.2,0.847,0.10132962127394039,0.00938010000390932
2,16,160780,160777,0.7,Unfair,,0.859,0.1555539493814222,0.030109899991657585
2,16,160780,160777,0.7,Our Eps-Fair,0.0,0.739,0.04525395620766226,0.30977929997607134
2,16,160780,160777,0.7,Our Eps-Fair,0.05,0.785,0.04788406635105344,0.29586190002737567
2,16,160780,160777,0.7,Our Eps-Fair,0.1,0.829,0.11060115082376655,0.3262481999990996
2,16,160780,160777,0.7,Our Eps-Fair,0.15,0.861,0.1555539493814222,0.12230829999316484
2,16,160780,160777,0.7,Our Eps-Fair,0.2,0.86,0.15342175321937526,0.008112900017295033
2,16,160781,160777,0.75,Unfair,,0.859,0.19735678942715768,0.03550650001852773
2,16,160781,160777,0.75,Our Eps-Fair,0.0,0.735,0.04937219748878996,0.39224889999604784
2,16,160781,160777,0.75,Our Eps-Fair,0.05,0.783,0.09536838147352589,0.37749499999335967
2,16,160781,160777,0.75,Our Eps-Fair,0.1,0.836,0.15336461345845384,0.2970342000189703
2,16,160781,160777,0.75,Our Eps-Fair,0.15,0.849,0.20732882931531726,0.20660969999153167
2,16,160781,160777,0.75,Our Eps-Fair,0.2,0.854,0.21069284277137107,0.18542240001261234
2,16,160782,160777,0.8,Unfair,,0.864,0.24193083804067783,0.032328000001143664
2,16,160782,160777,0.8,Our Eps-Fair,0.0,0.676,0.02398745419340384,0.20714050001697615
2,16,160782,160777,0.8,Our Eps-Fair,0.05,0.727,0.07255444784048902,0.21163700000033714
2,16,160782,160777,0.8,Our Eps-Fair,0.1,0.786,0.13801187370981421,0.18586080000386573
2,16,160782,160777,0.8,Our Eps-Fair,0.15,0.837,0.18794706437727032,0.14249489997746423
2,16,160782,160777,0.8,Our Eps-Fair,0.2,0.861,0.2199516730409179,0.30980270000873134
2,16,160783,160777,0.9,Unfair,,0.862,0.3409948349876576,0.029699899983825162
2,16,160783,160777,0.9,Our Eps-Fair,0.0,0.57,0.06387651979788038,0.2611275000090245
2,16,160783,160777,0.9,Our Eps-Fair,0.05,0.635,0.11013758696704554,0.28771649999544024
2,16,160783,160777,0.9,Our Eps-Fair,0.1,0.696,0.15014542850398677,0.1793591000023298
2,16,160783,160777,0.9,Our Eps-Fair,0.15,0.768,0.1923497005413061,0.16029460000572726
2,16,160783,160777,0.9,Our Eps-Fair,0.2,0.815,0.21849482498569722,0.28672559998813085
2,16,160784,160777,0.99,Unfair,,0.915,0.361003861003861,0.027920299995457754
2,16,160784,160777,0.99,Our Eps-Fair,0.0,0.485,0.035365834121020845,0.2894893999909982
2,16,160784,160777,0.99,Our Eps-Fair,0.05,0.58,0.08242682516541439,0.23585529997944832
2,16,160784,160777,0.99,Our Eps-Fair,0.1,0.653,0.12855861196110158,0.20445570000447333
2,16,160784,160777,0.99,Our Eps-Fair,0.15,0.701,0.16431695477338631,0.20731219998560846
2,16,160784,160777,0.99,Our Eps-Fair,0.2,0.774,0.22386613050513465,0.27854060000390746
2,17,170778,170777,0.5,Unfair,,0.849,0.046607300942561075,0.03074650000780821
2,17,170778,170777,0.5,Our Eps-Fair,0.0,0.838,0.12494842552646022,0.11843869998119771
2,17,170778,170777,0.5,Our Eps-Fair,0.05,0.847,0.07064200705819204,0.05571009998675436
2,17,170778,170777,0.5,Our Eps-Fair,0.1,0.847,0.04853408321616415,0.007741600013105199
2,17,170778,170777,0.5,Our Eps-Fair,0.15,0.848,0.04853408321616415,0.008039500011363998
2,17,170778,170777,0.5,Our Eps-Fair,0.2,0.848,0.046607300942561075,0.009503900015261024
2,17,170779,170777,0.6,Unfair,,0.859,0.08906169994879673,0.03460869999253191
2,17,170779,170777,0.6,Our Eps-Fair,0.0,0.833,0.03235407066052226,0.3114122000115458
2,17,170779,170777,0.6,Our Eps-Fair,0.05,0.855,0.0830453149001536,0.10351779998745769
2,17,170779,170777,0.6,Our Eps-Fair,0.1,0.858,0.09302995391705071,0.0086349000048358
2,17,170779,170777,0.6,Our Eps-Fair,0.15,0.86,0.0910458269329237,0.01150619998225011
2,17,170779,170777,0.6,Our Eps-Fair,0.2,0.859,0.0910458269329237,0.00918900000397116
2,17,170780,170777,0.7,Unfair,,0.868,0.17400000000000002,0.029244499979540706
2,17,170780,170777,0.7,Our Eps-Fair,0.0,0.751,0.055999999999999994,0.20204619999276474
2,17,170780,170777,0.7,Our Eps-Fair,0.05,0.809,0.094,0.3131365999870468
2,17,170780,170777,0.7,Our Eps-Fair,0.1,0.848,0.136,0.27325159998144954
2,17,170780,170777,0.7,Our Eps-Fair,0.15,0.864,0.17200000000000001,0.06093690000125207
2,17,170780,170777,0.7,Our Eps-Fair,0.2,0.867,0.17600000000000002,0.008478200004901737
2,17,170781,170777,0.75,Unfair,,0.837,0.2250281055086797,0.03563529998064041
2,17,170781,170777,0.75,Our Eps-Fair,0.0,0.719,0.04183619989517945,0.19424090001848526
2,17,170781,170777,0.75,Our Eps-Fair,0.05,0.773,0.07547479305943966,0.20097619999432936
2,17,170781,170777,0.75,Our Eps-Fair,0.1,0.824,0.13340214682077686,0.23376279999502003
2,17,170781,170777,0.75,Our Eps-Fair,0.15,0.857,0.17115754687918833,0.13547379997908138
2,17,170781,170777,0.75,Our Eps-Fair,0.2,0.848,0.2171385591575949,0.11519599999883212
2,17,170782,170777,0.8,Unfair,,0.867,0.26546618647458986,0.03596889998880215
2,17,170782,170777,0.8,Our Eps-Fair,0.0,0.666,0.0778311324529812,0.2697604999993928
2,17,170782,170777,0.8,Our Eps-Fair,0.05,0.727,0.10092036814725891,0.3207958999846596
2,17,170782,170777,0.8,Our Eps-Fair,0.1,0.795,0.14501800720288116,0.2570112999819685
2,17,170782,170777,0.8,Our Eps-Fair,0.15,0.837,0.2004401760704282,0.1829767000162974
2,17,170782,170777,0.8,Our Eps-Fair,0.2,0.86,0.24689875950380152,0.17723179998574778
2,17,170783,170777,0.9,Unfair,,0.89,0.3431087979181263,0.027035400009481236
2,17,170783,170777,0.9,Our Eps-Fair,0.0,0.577,0.05751176058452606,0.24360000001615845
2,17,170783,170777,0.9,Our Eps-Fair,0.05,0.648,0.0916024421979782,0.28850280001643114
2,17,170783,170777,0.9,Our Eps-Fair,0.1,0.706,0.15105595035531982,0.19477319999714382
2,17,170783,170777,0.9,Our Eps-Fair,0.15,0.768,0.2011610449404464,0.2491198999923654
2,17,170783,170777,0.9,Our Eps-Fair,0.2,0.825,0.25320788709838854,0.20996160001959652
2,17,170784,170777,0.99,Unfair,,0.928,0.34705882352941175,0.02884710000944324
2,17,170784,170777,0.99,Our Eps-Fair,0.0,0.504,0.06758703481392557,0.27061269999830984
2,17,170784,170777,0.99,Our Eps-Fair,0.05,0.565,0.09795918367346937,0.27288279999629594
2,17,170784,170777,0.99,Our Eps-Fair,0.1,0.635,0.14377751100440178,0.1917603999900166
2,17,170784,170777,0.99,Our Eps-Fair,0.15,0.709,0.18811524609843938,0.2702724999981001
2,17,170784,170777,0.99,Our Eps-Fair,0.2,0.792,0.2382553021208483,0.31534000000101514
2,18,180778,180777,0.5,Unfair,,0.88,0.023798832510103285,0.03487529998528771
2,18,180778,180777,0.5,Our Eps-Fair,0.0,0.867,0.07096349990377829,0.4008449999964796
2,18,180778,180777,0.5,Our Eps-Fair,0.05,0.88,0.023991275899672843,0.00938900001347065
2,18,180778,180777,0.5,Our Eps-Fair,0.1,0.88,0.021890435563538396,0.009105100005399436
2,18,180778,180777,0.5,Our Eps-Fair,0.15,0.878,0.021890435563538396,0.00924529999610968
2,18,180778,180777,0.5,Our Eps-Fair,0.2,0.879,0.021890435563538396,0.009089300001505762
2,18,180779,180777,0.6,Unfair,,0.882,0.07463462838716389,0.04006400000071153
2,18,180779,180777,0.6,Our Eps-Fair,0.0,0.844,0.04713723889882418,0.2262619000102859
2,18,180779,180777,0.6,Our Eps-Fair,0.05,0.879,0.07457861740901217,0.07979770001838915
2,18,180779,180777,0.6,Our Eps-Fair,0.1,0.88,0.07260623082124099,0.009097300004214048
2,18,180779,180777,0.6,Our Eps-Fair,0.15,0.881,0.07463462838716389,0.008659100014483556
2,18,180779,180777,0.6,Our Eps-Fair,0.2,0.88,0.07469063936531561,0.010414499993203208
2,18,180780,180777,0.7,Unfair,,0.866,0.19389498021928786,0.028585799998836592
2,18,180780,180777,0.7,Our Eps-Fair,0.0,0.753,0.03804136948930162,0.2627208000048995
2,18,180780,180777,0.7,Our Eps-Fair,0.05,0.799,0.0682704577364785,0.17948169997544028
2,18,180780,180777,0.7,Our Eps-Fair,0.1,0.85,0.13833297998727956,0.21561099999235012
2,18,180780,180777,0.7,Our Eps-Fair,0.15,0.866,0.15636962930665502,0.11826280000968836
2,18,180780,180777,0.7,Our Eps-Fair,0.2,0.866,0.19590705265389552,0.00828070001443848
2,18,180781,180777,0.75,Unfair,,0.876,0.20418940327407145,0.02908959999331273
2,18,180781,180777,0.75,Our Eps-Fair,0.0,0.703,0.02744395192907778,0.21572020000894554
2,18,180781,180777,0.75,Our Eps-Fair,0.05,0.765,0.06413723576194971,0.17469689997960813
2,18,180781,180777,0.75,Our Eps-Fair,0.1,0.837,0.13031476532620698,0.16442270000698045
2,18,180781,180777,0.75,Our Eps-Fair,0.15,0.868,0.18622681666159924,0.16337930000736378
2,18,180781,180777,0.75,Our Eps-Fair,0.2,0.875,0.20216511177609575,0.13231549999909475
2,18,180782,180777,0.8,Unfair,,0.865,0.275,0.027964400011114776
2,18,180782,180777,0.8,Our Eps-Fair,0.0,0.643,0.051602564102564086,0.18264169999747537
2,18,180782,180777,0.8,Our Eps-Fair,0.05,0.726,0.12083333333333332,0.2903694999986328
2,18,180782,180777,0.8,Our Eps-Fair,0.1,0.789,0.17291666666666664,0.28213619999587536
2,18,180782,180777,0.8,Our Eps-Fair,0.15,0.843,0.23541666666666666,0.28601479998906143
2,18,180782,180777,0.8,Our Eps-Fair,0.2,0.854,0.2791666666666667,0.24934539999230765
2,18,180783,180777,0.9,Unfair,,0.898,0.36185263427437425,0.029981200001202524
2,18,180783,180777,0.9,Our Eps-Fair,0.0,0.635,0.06259202355803085,0.31694140000035986
2,18,180783,180777,0.9,Our Eps-Fair,0.05,0.695,0.11353306446450291,0.28947439999319613
2,18,180783,180777,0.9,Our Eps-Fair,0.1,0.753,0.1479418731195186,0.21771359999547713
2,18,180783,180777,0.9,Our Eps-Fair,0.15,0.812,0.19729850841815505,0.24273359999642707
2,18,180783,180777,0.9,Our Eps-Fair,0.2,0.857,0.2417578900198451,0.20896950000314973
2,18,180784,180777,0.99,Unfair,,0.925,0.35876288659793815,0.025573599996278062
2,18,180784,180777,0.99,Our Eps-Fair,0.0,0.496,0.04341907716945251,0.2674830000032671
2,18,180784,180777,0.99,Our Eps-Fair,0.05,0.574,0.068241417275548,0.30336809999425896
2,18,180784,180777,0.99,Our Eps-Fair,0.1,0.647,0.13782404163747372,0.31643129998701625
2,18,180784,180777,0.99,Our Eps-Fair,0.15,0.71,0.18646782103893506,0.27458650001790375
2,18,180784,180777,0.99,Our Eps-Fair,0.2,0.78,0.22762486237613855,0.2928935999807436
2,19,190778,190777,0.5,Unfair,,0.889,0.029653989937319075,0.03552899998612702
2,19,190778,190777,0.5,Our Eps-Fair,0.0,0.877,0.04148747786491272,0.18464170000515878
2,19,190778,190777,0.5,Our Eps-Fair,0.05,0.892,0.029653989937319075,0.007686400000238791
2,19,190778,190777,0.5,Our Eps-Fair,0.1,0.889,0.029653989937319075,0.00795319999451749
2,19,190778,190777,0.5,Our Eps-Fair,0.15,0.891,0.029653989937319075,0.008299199980683625
2,19,190778,190777,0.5,Our Eps-Fair,0.2,0.888,0.03178618609936598,0.007845999993151054
2,19,190779,190777,0.6,Unfair,,0.897,0.07741979418279996,0.03036529998644255
2,19,190779,190777,0.6,Our Eps-Fair,0.0,0.871,0.05725467575178558,0.1841658999910578
2,19,190779,190777,0.6,Our Eps-Fair,0.05,0.893,0.0734140098301948,0.10758239999995567
2,19,190779,190777,0.6,Our Eps-Fair,0.1,0.898,0.07741979418279996,0.009204900008626282
2,19,190779,190777,0.6,Our Eps-Fair,0.15,0.895,0.07741979418279996,0.008942199987359345
2,19,190779,190777,0.6,Our Eps-Fair,0.2,0.896,0.07741979418279996,0.009513800003333017
2,19,190780,190777,0.7,Unfair,,0.869,0.16279107062672393,0.029819499992299825
2,19,190780,190777,0.7,Our Eps-Fair,0.0,0.766,0.05370774263904035,0.19882289998349734
2,19,190780,190777,0.7,Our Eps-Fair,0.05,0.815,0.11346141510039129,0.23165080000762828
2,19,190780,190777,0.7,Our Eps-Fair,0.1,0.85,0.14056385913143882,0.22071049999794923
2,19,190780,190777,0.7,Our Eps-Fair,0.15,0.869,0.16279107062672393,0.009289500012528151
2,19,190780,190777,0.7,Our Eps-Fair,0.2,0.869,0.16279107062672393,0.00951199998962693
2,19,190781,190777,0.75,Unfair,,0.869,0.22288915566226492,0.030566600005840883
2,19,190781,190777,0.75,Our Eps-Fair,0.0,0.704,0.03509403761504601,0.21642670000437647
2,19,190781,190777,0.75,Our Eps-Fair,0.05,0.762,0.08903561424569828,0.17427659998065792
2,19,190781,190777,0.75,Our Eps-Fair,0.1,0.811,0.1571428571428571,0.238759800005937
2,19,190781,190777,0.75,Our Eps-Fair,0.15,0.862,0.20908363345338132,0.1465940999914892
2,19,190781,190777,0.75,Our Eps-Fair,0.2,0.87,0.22288915566226492,0.024416200001724064
2,19,190782,190777,0.8,Unfair,,0.865,0.26900444241484706,0.0350357000133954
2,19,190782,190777,0.8,Our Eps-Fair,0.0,0.641,0.026426159374136254,0.2701124000013806
2,19,190782,190777,0.8,Our Eps-Fair,0.05,0.717,0.06653607809677176,0.18185299998731352
2,19,190782,190777,0.8,Our Eps-Fair,0.1,0.765,0.11029526636463055,0.3062997999950312
2,19,190782,190777,0.8,Our Eps-Fair,0.15,0.836,0.1679985899639079,0.3077360999886878
2,19,190782,190777,0.8,Our Eps-Fair,0.2,0.869,0.22808535525298534,0.2861859000113327
2,19,190783,190777,0.9,Unfair,,0.884,0.32478878648233483,0.033609399979468435
2,19,190783,190777,0.9,Our Eps-Fair,0.0,0.609,0.0625,0.30361259999335743
2,19,190783,190777,0.9,Our Eps-Fair,0.05,0.671,0.09642217101894521,0.25399490000563674
2,19,190783,190777,0.9,Our Eps-Fair,0.1,0.724,0.14644137224782386,0.2461505999963265
2,19,190783,190777,0.9,Our Eps-Fair,0.15,0.779,0.19050819252432155,0.2867728000273928
2,19,190783,190777,0.9,Our Eps-Fair,0.2,0.842,0.23451100870455707,0.20400239998707548
2,19,190784,190777,0.99,Unfair,,0.914,0.3448979591836735,0.02915820002090186
2,19,190784,190777,0.99,Our Eps-Fair,0.0,0.56,0.08271308523409365,0.435198000021046
2,19,190784,190777,0.99,Our Eps-Fair,0.05,0.644,0.13261304521808723,0.29853369999909773
2,19,190784,190777,0.99,Our Eps-Fair,0.1,0.709,0.17899159663865546,0.2349184999766294
2,19,190784,190777,0.99,Our Eps-Fair,0.15,0.758,0.22256902761104438,0.20847579999826849
2,19,190784,190777,0.99,Our Eps-Fair,0.2,0.818,0.2425770308123249,0.331643300014548
2,20,200778,200777,0.5,Unfair,,0.871,0.033166179636110016,0.02968550001969561
2,20,200778,200777,0.5,Our Eps-Fair,0.0,0.875,0.033166179636110016,0.16704689999460243
2,20,200778,200777,0.5,Our Eps-Fair,0.05,0.872,0.029342087857907345,0.008706799999345094
2,20,200778,200777,0.5,Our Eps-Fair,0.1,0.874,0.033350569805708885,0.008151299989549443
2,20,200778,200777,0.5,Our Eps-Fair,0.15,0.873,0.03125413374700867,0.008656499994685873
2,20,200778,200777,0.5,Our Eps-Fair,0.2,0.874,0.031438523916607564,0.008535100001608953
2,20,200779,200777,0.6,Unfair,,0.88,0.12217151054460065,0.027647700015222654
2,20,200779,200777,0.6,Our Eps-Fair,0.0,0.844,0.07442328267063097,0.18039239998324774
2,20,200779,200777,0.6,Our Eps-Fair,0.05,0.869,0.1280979648099247,0.15447960002347827
2,20,200779,200777,0.6,Our Eps-Fair,0.1,0.881,0.12409089634114576,0.04421720001846552
2,20,200779,200777,0.6,Our Eps-Fair,0.15,0.879,0.12217151054460065,0.008614800026407465
2,20,200779,200777,0.6,Our Eps-Fair,0.2,0.88,0.12025212474805555,0.00849549999111332
2,20,200780,200777,0.7,Unfair,,0.889,0.17824041637473728,0.029844400007277727
2,20,200780,200777,0.7,Our Eps-Fair,0.0,0.732,0.020478430587528768,0.18704879999859259
2,20,200780,200777,0.7,Our Eps-Fair,0.05,0.801,0.07038334501050947,0.165345100016566
2,20,200780,200777,0.7,Our Eps-Fair,0.1,0.842,0.11794615153638276,0.21105979999992996
2,20,200780,200777,0.7,Our Eps-Fair,0.15,0.887,0.18030227204484037,0.2098734000173863
2,20,200780,200777,0.7,Our Eps-Fair,0.2,0.888,0.17824041637473728,0.008023599977605045
2,20,200781,200777,0.75,Unfair,,0.883,0.2006568026272105,0.03058180000516586
2,20,200781,200777,0.75,Our Eps-Fair,0.0,0.679,0.08282033128132513,0.19263020000653341
2,20,200781,200777,0.75,Our Eps-Fair,0.05,0.738,0.06333625334501339,0.2197982000070624
