Figure,Panel,Repetition,Seed,Size,Method,Epsilon,Accuracy,Unfairness,ReferenceAccuracy,ReferenceUnfairness,RuntimeSeconds,ExcessRisk,UnfairnessDifference
10,TrainingSize,15,151777,1700,Our Eps-Fair,0.05,0.76075,0.07368915269212048,0.816,0.09168862318563403,,0.05524999999999991,-0.017999470493513553
10,TrainingSize,15,151777,1700,Our Eps-Fair,0.1,0.81525,0.13819869293398845,0.89775,0.14379426147970314,,0.08250000000000002,-0.005595568545714691
10,TrainingSize,15,151777,1700,Our Eps-Fair,0.15,0.851,0.18070796367255496,0.96225,0.18879481273645599,,0.11125000000000007,-0.00808684906390103
10,TrainingSize,15,151777,1800,Unfair,,0.87,0.21524513675292523,0.978,0.19778442285918002,,0.10799999999999998,0.017460713893745206
10,TrainingSize,15,151777,1800,Our Eps-Fair,0.0,0.699,0.04054524667927184,0.7245,0.04530255495629823,,0.025500000000000078,-0.00475730827702639
10,TrainingSize,15,151777,1800,Our Eps-Fair,0.05,0.75675,0.06969610377727128,0.816,0.09168862318563403,,0.059249999999999914,-0.02199251940836275
10,TrainingSize,15,151777,1800,Our Eps-Fair,0.1,0.8185,0.13320213172611367,0.89775,0.14379426147970314,,0.07925000000000004,-0.010592129753589474
10,TrainingSize,15,151777,1800,Our Eps-Fair,0.15,0.85475,0.17871843930088144,0.96225,0.18879481273645599,,0.10750000000000004,-0.010076373435574548
10,TrainingSize,15,151777,1900,Unfair,,0.869,0.21673990506383706,0.978,0.19778442285918002,,0.10899999999999999,0.018955482204657037
10,TrainingSize,15,151777,1900,Our Eps-Fair,0.0,0.7095,0.04477204845759361,0.7245,0.04530255495629823,,0.015000000000000013,-0.0005305064987046193
10,TrainingSize,15,151777,1900,Our Eps-Fair,0.05,0.767,0.07728469673753502,0.816,0.09168862318563403,,0.04899999999999993,-0.014403926448099014
10,TrainingSize,15,151777,1900,Our Eps-Fair,0.1,0.819,0.12171424099945223,0.89775,0.14379426147970314,,0.0787500000000001,-0.022080020480250914
10,TrainingSize,15,151777,1900,Our Eps-Fair,0.15,0.863,0.19172559863858335,0.96225,0.18879481273645599,,0.09925000000000006,0.002930785902127364
10,TrainingSize,15,151777,2000,Unfair,,0.871,0.21723816116747433,0.978,0.19778442285918002,,0.10699999999999998,0.019453738308294305
10,TrainingSize,15,151777,2000,Our Eps-Fair,0.0,0.70025,0.050019112734131,0.7245,0.04530255495629823,,0.024249999999999994,0.004716557777832767
10,TrainingSize,15,151777,2000,Our Eps-Fair,0.05,0.768,0.07621193359618655,0.816,0.09168862318563403,,0.04799999999999993,-0.015476689589447479
10,TrainingSize,15,151777,2000,Our Eps-Fair,0.1,0.82575,0.13421614414776584,0.89775,0.14379426147970314,,0.07200000000000006,-0.009578117331937308
10,TrainingSize,15,151777,2000,Our Eps-Fair,0.15,0.862,0.1842412569553977,0.96225,0.18879481273645599,,0.10025000000000006,-0.004553555781058288
10,PoolSize,15,151777,20,Our Eps-Fair,0.0,0.64075,0.1609029710613955,0.7245,0.04530255495629823,,0.08374999999999999,0.11560041610509728
10,PoolSize,15,151777,20,Our Eps-Fair,0.05,0.747,0.18430350771796955,0.816,0.09168862318563403,,0.06899999999999995,0.09261488453233552
10,PoolSize,15,151777,20,Our Eps-Fair,0.1,0.74725,0.18430350771796955,0.89775,0.14379426147970314,,0.15050000000000008,0.040509246238266405
10,PoolSize,15,151777,20,Our Eps-Fair,0.15,0.782,0.23964843569333727,0.96225,0.18879481273645599,,0.18025000000000002,0.050853622956881284
10,PoolSize,15,151777,40,Our Eps-Fair,0.0,0.68925,0.15587915951970413,0.7245,0.04530255495629823,,0.035250000000000004,0.1105766045634059
10,PoolSize,15,151777,40,Our Eps-Fair,0.05,0.72,0.1393912075422924,0.816,0.09168862318563403,,0.09599999999999997,0.04770258435665836
10,PoolSize,15,151777,40,Our Eps-Fair,0.1,0.779,0.17836993503170412,0.89775,0.14379426147970314,,0.11875000000000002,0.034575673552000974
10,PoolSize,15,151777,40,Our Eps-Fair,0.15,0.79975,0.19235260631942738,0.96225,0.18879481273645599,,0.1625000000000001,0.003557793582971397
10,PoolSize,15,151777,60,Our Eps-Fair,0.0,0.733,0.08189500321378938,0.7245,0.04530255495629823,,-0.008499999999999952,0.03659244825749115
10,PoolSize,15,151777,60,Our Eps-Fair,0.05,0.7625,0.09286013753668483,0.816,0.09168862318563403,,0.05349999999999999,0.001171514351050798
10,PoolSize,15,151777,60,Our Eps-Fair,0.1,0.80325,0.1625922417549615,0.89775,0.14379426147970314,,0.09450000000000003,0.018797980275258364
10,PoolSize,15,151777,60,Our Eps-Fair,0.15,0.816,0.18280523936418225,0.96225,0.18879481273645599,,0.1462500000000001,-0.005989573372273738
10,PoolSize,15,151777,80,Our Eps-Fair,0.0,0.66,0.1003387291494321,0.7245,0.04530255495629823,,0.0645,0.05503617419313386
10,PoolSize,15,151777,80,Our Eps-Fair,0.05,0.732,0.10390227280284184,0.816,0.09168862318563403,,0.08399999999999996,0.012213649617207806
10,PoolSize,15,151777,80,Our Eps-Fair,0.1,0.7665,0.17332437322357203,0.89775,0.14379426147970314,,0.1312500000000001,0.02953011174386888
10,PoolSize,15,151777,80,Our Eps-Fair,0.15,0.79975,0.18330699551069501,0.96225,0.18879481273645599,,0.1625000000000001,-0.005487817225760971
10,PoolSize,15,151777,100,Our Eps-Fair,0.0,0.67425,0.07815370738291545,0.7245,0.04530255495629823,,0.05025000000000002,0.03285115242661722
10,PoolSize,15,151777,100,Our Eps-Fair,0.05,0.72825,0.10390227280284184,0.816,0.09168862318563403,,0.08775,0.012213649617207806
10,PoolSize,15,151777,100,Our Eps-Fair,0.1,0.76425,0.17332437322357203,0.89775,0.14379426147970314,,0.13350000000000006,0.02953011174386888
10,PoolSize,15,151777,100,Our Eps-Fair,0.15,0.8005,0.21376361860432788,0.96225,0.18879481273645599,,0.16175000000000006,0.024968805867871896
10,PoolSize,15,151777,120,Our Eps-Fair,0.0,0.6455,0.10400702408604505,0.7245,0.04530255495629823,,0.07900000000000007,0.05870446912974682
10,PoolSize,15,151777,120,Our Eps-Fair,0.05,0.73175,0.10290226055269178,0.816,0.09168862318563403,,0.08424999999999994,0.011213637367057744
10,PoolSize,15,151777,120,Our Eps-Fair,0.1,0.77075,0.17332437322357203,0.89775,0.14379426147970314,,0.127,0.02953011174386888
10,PoolSize,15,151777,120,Our Eps-Fair,0.15,0.811,0.20375999605995176,0.96225,0.18879481273645599,,0.15125,0.014965183323495779
10,PoolSize,15,151777,140,Our Eps-Fair,0.0,0.67875,0.09262763468852495,0.7245,0.04530255495629823,,0.04575000000000007,0.047325079732226716
10,PoolSize,15,151777,140,Our Eps-Fair,0.05,0.72725,0.07293339343406956,0.816,0.09168862318563403,,0.08875,-0.018755229751564476
10,PoolSize,15,151777,140,Our Eps-Fair,0.1,0.7795,0.16933132430872277,0.89775,0.14379426147970314,,0.11825000000000008,0.02553706282901963
10,PoolSize,15,151777,140,Our Eps-Fair,0.15,0.80725,0.18479826377873132,0.96225,0.18879481273645599,,0.15500000000000003,-0.003996548957724666
10,PoolSize,15,151777,160,Our Eps-Fair,0.0,0.66825,0.08459953634432021,0.7245,0.04530255495629823,,0.05625000000000002,0.039296981388021984
10,PoolSize,15,151777,160,Our Eps-Fair,0.05,0.73075,0.07843521083133269,0.816,0.09168862318563403,,0.08524999999999994,-0.013253412354301344
10,PoolSize,15,151777,160,Our Eps-Fair,0.1,0.78025,0.17332437322357203,0.89775,0.14379426147970314,,0.11750000000000005,0.02953011174386888
10,PoolSize,15,151777,160,Our Eps-Fair,0.15,0.804,0.22274622864130086,0.96225,0.18879481273645599,,0.15825,0.03395141590484488
10,PoolSize,15,151777,180,Our Eps-Fair,0.0,0.64125,0.07457841358556642,0.7245,0.04530255495629823,,0.08325000000000005,0.029275858629268195
10,PoolSize,15,151777,180,Our Eps-Fair,0.05,0.70975,0.049244353243327224,0.816,0.09168862318563403,,0.10624999999999996,-0.04244426994230681
10,PoolSize,15,151777,180,Our Eps-Fair,0.1,0.781,0.16933132430872277,0.89775,0.14379426147970314,,0.11675000000000002,0.02553706282901963
10,PoolSize,15,151777,180,Our Eps-Fair,0.15,0.826,0.2122373499075364,0.96225,0.18879481273645599,,0.1362500000000001,0.023442537171080413
10,PoolSize,15,151777,200,Our Eps-Fair,0.0,0.64825,0.08057148700071576,0.7245,0.04530255495629823,,0.07625000000000004,0.03526893204441753
10,PoolSize,15,151777,200,Our Eps-Fair,0.05,0.72275,0.07395440594147278,0.816,0.09168862318563403,,0.09324999999999994,-0.017734217244161257
10,PoolSize,15,151777,200,Our Eps-Fair,0.1,0.7785,0.16933132430872277,0.89775,0.14379426147970314,,0.11925000000000008,0.02553706282901963
10,PoolSize,15,151777,200,Our Eps-Fair,0.15,0.81,0.18579827602888133,0.96225,0.18879481273645599,,0.15225,-0.0029965367075746596
10,PoolSize,15,151777,220,Our Eps-Fair,0.0,0.6625,0.08260651192977113,0.7245,0.04530255495629823,,0.062000000000000055,0.0373039569734729
10,PoolSize,15,151777,220,Our Eps-Fair,0.05,0.71475,0.06943860062285763,0.816,0.09168862318563403,,0.10124999999999995,-0.022250022562776403
10,PoolSize,15,151777,220,Our Eps-Fair,0.1,0.75925,0.17332437322357203,0.89775,0.14379426147970314,,0.13850000000000007,0.02953011174386888
10,PoolSize,15,151777,220,Our Eps-Fair,0.15,0.8195,0.21074958168237562,0.96225,0.18879481273645599,,0.14275000000000004,0.021954768945919634
10,PoolSize,15,151777,240,Our Eps-Fair,0.0,0.658,0.0921468787992653,0.7245,0.04530255495629823,,0.0665,0.046844323842967064
10,PoolSize,15,151777,240,Our Eps-Fair,0.05,0.709,0.07443866187360794,0.816,0.09168862318563403,,0.10699999999999998,-0.017249961312026094
10,PoolSize,15,151777,240,Our Eps-Fair,0.1,0.77,0.16983308045523554,0.89775,0.14379426147970314,,0.12775000000000003,0.026038818975532396
10,PoolSize,15,151777,240,Our Eps-Fair,0.15,0.815,0.2117565940182767,0.96225,0.18879481273645599,,0.1472500000000001,0.02296178128182072
10,PoolSize,15,151777,260,Our Eps-Fair,0.0,0.67175,0.0727988917864244,0.7245,0.04530255495629823,,0.052750000000000075,0.027496336830126172
10,PoolSize,15,151777,260,Our Eps-Fair,0.05,0.706,0.07243163728755676,0.816,0.09168862318563403,,0.10999999999999999,-0.01925698589807727
10,PoolSize,15,151777,260,Our Eps-Fair,0.1,0.7625,0.15886094604658907,0.89775,0.14379426147970314,,0.1352500000000001,0.015066684566885924
10,PoolSize,15,151777,260,Our Eps-Fair,0.15,0.81025,0.1813069710103949,0.96225,0.18879481273645599,,0.15200000000000002,-0.007487841726061095
10,PoolSize,15,151777,280,Our Eps-Fair,0.0,0.66825,0.07424815953995435,0.7245,0.04530255495629823,,0.05625000000000002,0.028945604583656123
10,PoolSize,15,151777,280,Our Eps-Fair,0.05,0.715,0.08591955251451829,0.816,0.09168862318563403,,0.10099999999999998,-0.0057690706711157475
10,PoolSize,15,151777,280,Our Eps-Fair,0.1,0.76875,0.16135222656477544,0.89775,0.14379426147970314,,0.129,0.01755796508507229
10,PoolSize,15,151777,280,Our Eps-Fair,0.15,0.816,0.20676003281040192,0.96225,0.18879481273645599,,0.1462500000000001,0.017965220073945937
10,PoolSize,15,151777,300,Our Eps-Fair,0.0,0.678,0.08191100340979178,0.7245,0.04530255495629823,,0.046499999999999986,0.03660844845349355
10,PoolSize,15,151777,300,Our Eps-Fair,0.05,0.71925,0.08391252792846711,0.816,0.09168862318563403,,0.09675,-0.007776095257166923
10,PoolSize,15,151777,300,Our Eps-Fair,0.1,0.767,0.14836606748432668,0.89775,0.14379426147970314,,0.13075000000000003,0.004571806004623535
10,PoolSize,15,151777,300,Our Eps-Fair,0.15,0.80675,0.1873000444255442,0.96225,0.18879481273645599,,0.15550000000000008,-0.001494768310911776
10,TrainingSize,16,161777,100,Unfair,,0.567,0.2083367196719307,0.978,0.1879251626255248,,0.41100000000000003,0.020411557046405904
10,TrainingSize,16,161777,100,Our Eps-Fair,0.0,0.508,0.018271474408907834,0.74575,0.018935155095974876,,0.23775000000000002,-0.000663680687067042
10,TrainingSize,16,161777,100,Our Eps-Fair,0.05,0.54525,0.08271176827891392,0.81425,0.06260179333823634,,0.269,0.02010997494067758
10,TrainingSize,16,161777,100,Our Eps-Fair,0.1,0.56275,0.1364954108756109,0.88475,0.11621588977599152,,0.32200000000000006,0.020279521099619377
10,TrainingSize,16,161777,100,Our Eps-Fair,0.15,0.56525,0.18116432198666088,0.96425,0.17134639905714327,,0.399,0.009817922929517608
10,TrainingSize,16,161777,200,Unfair,,0.691,0.225777217847559,0.978,0.1879251626255248,,0.28700000000000003,0.03785205522203419
10,TrainingSize,16,161777,200,Our Eps-Fair,0.0,0.61175,0.013730488125392126,0.74575,0.018935155095974876,,0.134,-0.00520466697058275
10,TrainingSize,16,161777,200,Our Eps-Fair,0.05,0.653,0.06674492130482523,0.81425,0.06260179333823634,,0.16125,0.004143127966588889
10,TrainingSize,16,161777,200,Our Eps-Fair,0.1,0.67925,0.12622536485558195,0.88475,0.11621588977599152,,0.20550000000000002,0.010009475079590421
10,TrainingSize,16,161777,200,Our Eps-Fair,0.15,0.68875,0.16908853435347773,0.96425,0.17134639905714327,,0.2755000000000001,-0.002257864703665541
10,TrainingSize,16,161777,300,Unfair,,0.734,0.20932498872818128,0.978,0.1879251626255248,,0.244,0.021399826102656477
10,TrainingSize,16,161777,300,Our Eps-Fair,0.0,0.6475,0.020698135067272055,0.74575,0.018935155095974876,,0.09825000000000006,0.0017629799712971794
10,TrainingSize,16,161777,300,Our Eps-Fair,0.05,0.68575,0.07710624217443199,0.81425,0.06260179333823634,,0.12850000000000006,0.014504448836195644
10,TrainingSize,16,161777,300,Our Eps-Fair,0.1,0.7135,0.1307776042027442,0.88475,0.11621588977599152,,0.17125,0.014561714426752678
10,TrainingSize,16,161777,300,Our Eps-Fair,0.15,0.7255,0.14604701129882608,0.96425,0.17134639905714327,,0.23875000000000002,-0.025299387758317193
10,TrainingSize,16,161777,400,Unfair,,0.77,0.20335636377003635,0.978,0.1879251626255248,,0.20799999999999996,0.015431201144511547
10,TrainingSize,16,161777,400,Our Eps-Fair,0.0,0.67275,0.03960428226584686,0.74575,0.018935155095974876,,0.07300000000000006,0.020669127169871987
10,TrainingSize,16,161777,400,Our Eps-Fair,0.05,0.721,0.09125859515253029,0.81425,0.06260179333823634,,0.09325000000000006,0.028656801814293947
10,TrainingSize,16,161777,400,Our Eps-Fair,0.1,0.75675,0.1337619166818166,0.88475,0.11621588977599152,,0.128,0.017546026905825088
10,TrainingSize,16,161777,400,Our Eps-Fair,0.15,0.76925,0.1605051975400303,0.96425,0.17134639905714327,,0.19500000000000006,-0.010841201517112986
10,TrainingSize,16,161777,500,Unfair,,0.786,0.1896991455923875,0.978,0.1879251626255248,,0.19199999999999995,0.0017739829668627083
10,TrainingSize,16,161777,500,Our Eps-Fair,0.0,0.6805,0.04406424649110721,0.74575,0.018935155095974876,,0.06525000000000003,0.025129091395132336
10,TrainingSize,16,161777,500,Our Eps-Fair,0.05,0.726,0.08159921538638895,0.81425,0.06260179333823634,,0.08825000000000005,0.018997422048152607
10,TrainingSize,16,161777,500,Our Eps-Fair,0.1,0.76025,0.1341382691437744,0.88475,0.11621588977599152,,0.12450000000000006,0.01792237936778289
10,TrainingSize,16,161777,500,Our Eps-Fair,0.15,0.78075,0.15276709084048132,0.96425,0.17134639905714327,,0.1835,-0.018579308216661955
10,TrainingSize,16,161777,600,Unfair,,0.802,0.19183172618745453,0.978,0.1879251626255248,,0.17599999999999993,0.003906563561929727
10,TrainingSize,16,161777,600,Our Eps-Fair,0.0,0.683,0.026815300465551722,0.74575,0.018935155095974876,,0.06274999999999997,0.007880145369576846
10,TrainingSize,16,161777,600,Our Eps-Fair,0.05,0.73025,0.07322068433130918,0.81425,0.06260179333823634,,0.08400000000000007,0.010618890993072838
10,TrainingSize,16,161777,600,Our Eps-Fair,0.1,0.7765,0.12287445256971209,0.88475,0.11621588977599152,,0.10825000000000007,0.006658562793720568
10,TrainingSize,16,161777,600,Our Eps-Fair,0.15,0.8,0.16390662357826918,0.96425,0.17134639905714327,,0.16425,-0.007439775478874089
10,TrainingSize,16,161777,700,Unfair,,0.81325,0.19200552350377387,0.978,0.1879251626255248,,0.16474999999999995,0.004080360878249062
10,TrainingSize,16,161777,700,Our Eps-Fair,0.0,0.69975,0.04542436678385692,0.74575,0.018935155095974876,,0.04600000000000004,0.02648921168788204
10,TrainingSize,16,161777,700,Our Eps-Fair,0.05,0.74325,0.08935382657928621,0.81425,0.06260179333823634,,0.07100000000000006,0.02675203324104987
10,TrainingSize,16,161777,700,Our Eps-Fair,0.1,0.78475,0.14107415743936286,0.88475,0.11621588977599152,,0.10000000000000009,0.024858267663371333
10,TrainingSize,16,161777,700,Our Eps-Fair,0.15,0.80725,0.15993079115789274,0.96425,0.17134639905714327,,0.15700000000000003,-0.01141560789925053
10,TrainingSize,16,161777,800,Unfair,,0.82325,0.18795492072716796,0.978,0.1879251626255248,,0.15474999999999994,2.9758101643156953e-05
10,TrainingSize,16,161777,800,Our Eps-Fair,0.0,0.70125,0.03276417004529483,0.74575,0.018935155095974876,,0.044499999999999984,0.013829014949319957
10,TrainingSize,16,161777,800,Our Eps-Fair,0.05,0.75625,0.08423693350514676,0.81425,0.06260179333823634,,0.05800000000000005,0.021635140166910413
10,TrainingSize,16,161777,800,Our Eps-Fair,0.1,0.79725,0.12731466141657066,0.88475,0.11621588977599152,,0.08750000000000002,0.011098771640579139
10,TrainingSize,16,161777,800,Our Eps-Fair,0.15,0.8195,0.1624232197215692,0.96425,0.17134639905714327,,0.14475000000000005,-0.008923179335574072
10,TrainingSize,16,161777,900,Unfair,,0.8385,0.18859534508269876,0.978,0.1879251626255248,,0.13949999999999996,0.0006701824571739567
10,TrainingSize,16,161777,900,Our Eps-Fair,0.0,0.71675,0.042667866326607434,0.74575,0.018935155095974876,,0.029000000000000026,0.02373271123063256
10,TrainingSize,16,161777,900,Our Eps-Fair,0.05,0.765,0.08120310754602941,0.81425,0.06260179333823634,,0.049250000000000016,0.018601314207793068
10,TrainingSize,16,161777,900,Our Eps-Fair,0.1,0.81,0.12472320589280433,0.88475,0.11621588977599152,,0.07474999999999998,0.00850731611681281
10,TrainingSize,16,161777,900,Our Eps-Fair,0.15,0.833,0.15674292326085779,0.96425,0.17134639905714327,,0.1312500000000001,-0.014603475796285487
10,TrainingSize,16,161777,1000,Unfair,,0.8415,0.19210455046386382,0.978,0.1879251626255248,,0.13649999999999995,0.004179387838339016
10,TrainingSize,16,161777,1000,Our Eps-Fair,0.0,0.713,0.04699579460508124,0.74575,0.018935155095974876,,0.03275000000000006,0.028060639509106367
10,TrainingSize,16,161777,1000,Our Eps-Fair,0.05,0.761,0.09089224541381392,0.81425,0.06260179333823634,,0.05325000000000002,0.02829045207557758
10,TrainingSize,16,161777,1000,Our Eps-Fair,0.1,0.814,0.1361190584136531,0.88475,0.11621588977599152,,0.07075000000000009,0.019903168637661575
10,TrainingSize,16,161777,1000,Our Eps-Fair,0.15,0.84,0.16324194261887798,0.96425,0.17134639905714327,,0.12425000000000008,-0.008104456438265295
10,TrainingSize,16,161777,1100,Unfair,,0.84275,0.1942041220722342,0.978,0.1879251626255248,,0.13524999999999998,0.006278959446709392
10,TrainingSize,16,161777,1100,Our Eps-Fair,0.0,0.7135,0.04206045095777325,0.74575,0.018935155095974876,,0.03225,0.023125295861798373
10,TrainingSize,16,161777,1100,Our Eps-Fair,0.05,0.76675,0.08787492394804487,0.81425,0.06260179333823634,,0.04749999999999999,0.025273130609808528
10,TrainingSize,16,161777,1100,Our Eps-Fair,0.1,0.81125,0.13146104026821304,0.88475,0.11621588977599152,,0.07350000000000001,0.015245150492221513
10,TrainingSize,16,161777,1100,Our Eps-Fair,0.15,0.83725,0.1626015182633472,0.96425,0.17134639905714327,,0.127,-0.008744880793796067
10,TrainingSize,16,161777,1200,Unfair,,0.8485,0.1973534794847897,0.978,0.1879251626255248,,0.12949999999999995,0.009428316859264901
10,TrainingSize,16,161777,1200,Our Eps-Fair,0.0,0.72025,0.048128102876007994,0.74575,0.018935155095974876,,0.025500000000000078,0.02919294778003312
10,TrainingSize,16,161777,1200,Our Eps-Fair,0.05,0.77075,0.09151616527599639,0.81425,0.06260179333823634,,0.04349999999999998,0.028914371937760044
10,TrainingSize,16,161777,1200,Our Eps-Fair,0.1,0.81875,0.13398647781858614,0.88475,0.11621588977599152,,0.06600000000000006,0.017770588042594612
10,TrainingSize,16,161777,1200,Our Eps-Fair,0.15,0.8395,0.16370081754757732,0.96425,0.17134639905714327,,0.12475000000000003,-0.007645581509565957
10,TrainingSize,16,161777,1300,Unfair,,0.84875,0.18784264015878327,0.978,0.1879251626255248,,0.12924999999999998,-8.252246674153585e-05
10,TrainingSize,16,161777,1300,Our Eps-Fair,0.0,0.7235,0.04060130370493367,0.74575,0.018935155095974876,,0.022249999999999992,0.021666148608958796
10,TrainingSize,16,161777,1300,Our Eps-Fair,0.05,0.77425,0.08234866942525103,0.81425,0.06260179333823634,,0.040000000000000036,0.019746876087014684
10,TrainingSize,16,161777,1300,Our Eps-Fair,0.1,0.81825,0.12993587504198018,0.88475,0.11621588977599152,,0.0665,0.013719985265988652
10,TrainingSize,16,161777,1300,Our Eps-Fair,0.15,0.84,0.16512695581372028,0.96425,0.17134639905714327,,0.12425000000000008,-0.006219443243422995
10,TrainingSize,16,161777,1400,Unfair,,0.8495,0.18848306451431404,0.978,0.1879251626255248,,0.12849999999999995,0.0005579018887892362
10,TrainingSize,16,161777,1400,Our Eps-Fair,0.0,0.723,0.03807586615456057,0.74575,0.018935155095974876,,0.022750000000000048,0.019140711058585697
10,TrainingSize,16,161777,1400,Our Eps-Fair,0.05,0.77275,0.08400587059827039,0.81425,0.06260179333823634,,0.04149999999999998,0.021404077260034043
10,TrainingSize,16,161777,1400,Our Eps-Fair,0.1,0.81425,0.12445913399923128,0.88475,0.11621588977599152,,0.07050000000000001,0.008243244223239757
10,TrainingSize,16,161777,1400,Our Eps-Fair,0.15,0.839,0.1612579024639458,0.96425,0.17134639905714327,,0.12525000000000008,-0.010088496593197466
10,TrainingSize,16,161777,1500,Unfair,,0.85725,0.19592734121864677,0.978,0.1879251626255248,,0.12075000000000002,0.008002178593121967
10,TrainingSize,16,161777,1500,Our Eps-Fair,0.0,0.71325,0.03700957585702708,0.74575,0.018935155095974876,,0.03249999999999997,0.0180744207610522
10,TrainingSize,16,161777,1500,Our Eps-Fair,0.05,0.763,0.08677562466381472,0.81425,0.06260179333823634,,0.05125000000000002,0.024173831325578377
10,TrainingSize,16,161777,1500,Our Eps-Fair,0.1,0.81575,0.13095265185946875,0.88475,0.11621588977599152,,0.06900000000000006,0.014736762083477226
10,TrainingSize,16,161777,1500,Our Eps-Fair,0.15,0.84325,0.16511045132037197,0.96425,0.17134639905714327,,0.121,-0.006235947736771302
10,TrainingSize,16,161777,1600,Unfair,,0.8575,0.20156912719487885,0.978,0.1879251626255248,,0.12049999999999994,0.013643964569354045
10,TrainingSize,16,161777,1600,Our Eps-Fair,0.0,0.716,0.04340406675717465,0.74575,0.018935155095974876,,0.029750000000000054,0.02446891166119977
10,TrainingSize,16,161777,1600,Our Eps-Fair,0.05,0.77225,0.08236517391859934,0.81425,0.06260179333823634,,0.04200000000000004,0.01976338058036299
10,TrainingSize,16,161777,1600,Our Eps-Fair,0.1,0.81575,0.12990286605528356,0.88475,0.11621588977599152,,0.06900000000000006,0.013686976279292037
10,TrainingSize,16,161777,1600,Our Eps-Fair,0.15,0.85225,0.1631264111654398,0.96425,0.17134639905714327,,0.1120000000000001,-0.008219987891703473
10,TrainingSize,16,161777,1700,Unfair,,0.8635,0.2006183683507835,0.978,0.1879251626255248,,0.11449999999999994,0.0126932057252587
10,TrainingSize,16,161777,1700,Our Eps-Fair,0.0,0.71875,0.0368940444035889,0.74575,0.018935155095974876,,0.027000000000000024,0.017958889307614023
10,TrainingSize,16,161777,1700,Our Eps-Fair,0.05,0.777,0.08472556653548928,0.81425,0.06260179333823634,,0.037250000000000005,0.022123773197252936
10,TrainingSize,16,161777,1700,Our Eps-Fair,0.1,0.825,0.1373471427596163,0.88475,0.11621588977599152,,0.05975000000000008,0.021131252983624768
10,TrainingSize,16,161777,1700,Our Eps-Fair,0.15,0.853,0.1630438886986982,0.96425,0.17134639905714327,,0.11125000000000007,-0.008302510358445064
10,TrainingSize,16,161777,1800,Unfair,,0.8705,0.20360268082985594,0.978,0.1879251626255248,,0.10749999999999993,0.015677518204331137
10,TrainingSize,16,161777,1800,Our Eps-Fair,0.0,0.7245,0.03699307136367874,0.74575,0.018935155095974876,,0.02124999999999999,0.018057916267703866
10,TrainingSize,16,161777,1800,Our Eps-Fair,0.05,0.779,0.0884328258368341,0.81425,0.06260179333823634,,0.035250000000000004,0.02583103249859775
10,TrainingSize,16,161777,1800,Our Eps-Fair,0.1,0.8245,0.127951834887048,0.88475,0.11621588977599152,,0.060250000000000026,0.011735945111056481
10,TrainingSize,16,161777,1800,Our Eps-Fair,0.15,0.86475,0.1616507594192519,0.96425,0.17134639905714327,,0.09950000000000003,-0.009695639637891384
10,TrainingSize,16,161777,1900,Unfair,,0.8725,0.20414407822529684,0.978,0.1879251626255248,,0.10549999999999993,0.016218915599772038
10,TrainingSize,16,161777,1900,Our Eps-Fair,0.0,0.72575,0.04199443298437999,0.74575,0.018935155095974876,,0.020000000000000018,0.023059277888405116
10,TrainingSize,16,161777,1900,Our Eps-Fair,0.05,0.77925,0.08241468739864427,0.81425,0.06260179333823634,,0.03500000000000003,0.019812894060407926
10,TrainingSize,16,161777,1900,Our Eps-Fair,0.1,0.83425,0.12942748663323592,0.88475,0.11621588977599152,,0.05049999999999999,0.013211596857244393
10,TrainingSize,16,161777,1900,Our Eps-Fair,0.15,0.862,0.168619656701537,0.96425,0.17134639905714327,,0.10225000000000006,-0.002726742355606271
10,TrainingSize,16,161777,2000,Unfair,,0.873,0.19605937716543329,0.978,0.1879251626255248,,0.10499999999999998,0.00813421453990848
10,TrainingSize,16,161777,2000,Our Eps-Fair,0.0,0.72675,0.04353610270396116,0.74575,0.018935155095974876,,0.019000000000000017,0.024600947607986284
10,TrainingSize,16,161777,2000,Our Eps-Fair,0.05,0.78275,0.0813814060878074,0.81425,0.06260179333823634,,0.031500000000000083,0.01877961274957106
10,TrainingSize,16,161777,2000,Our Eps-Fair,0.1,0.83125,0.13456088420072365,0.88475,0.11621588977599152,,0.05349999999999999,0.018344994424732128
10,TrainingSize,16,161777,2000,Our Eps-Fair,0.15,0.86325,0.1691775585903262,0.96425,0.17134639905714327,,0.10100000000000009,-0.0021688404668170624
10,PoolSize,16,161777,20,Our Eps-Fair,0.0,0.73925,0.06439753222814912,0.74575,0.018935155095974876,,0.006500000000000061,0.04546237713217424
10,PoolSize,16,161777,20,Our Eps-Fair,0.05,0.78575,0.19672080723977103,0.81425,0.06260179333823634,,0.02850000000000008,0.1341190139015347
10,PoolSize,16,161777,20,Our Eps-Fair,0.1,0.7965,0.21836369951719353,0.88475,0.11621588977599152,,0.08825000000000005,0.10214780974120201
10,PoolSize,16,161777,20,Our Eps-Fair,0.15,0.79775,0.22279065475575727,0.96425,0.17134639905714327,,0.1665000000000001,0.051444255698613994
10,PoolSize,16,161777,40,Our Eps-Fair,0.0,0.73075,0.20688857541465666,0.74575,0.018935155095974876,,0.015000000000000013,0.18795342031868179
10,PoolSize,16,161777,40,Our Eps-Fair,0.05,0.77275,0.2019037182873037,0.81425,0.06260179333823634,,0.04149999999999998,0.13930192494906735
